"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","home_win","hdiff"
2022,11,2022-05-28,"17:30:00","WA","Perth Stadium","West Coast","Western Bulldogs",60,161,0,-101
2022,12,2022-06-04,"13:15:00","SA","Adelaide Oval","Adelaide","West Coast",88,57,1,31
2022,12,2022-06-05,"15:20:00","WA","Perth Stadium","Fremantle","Brisbane Lions",99,85,1,14
2022,12,2022-06-04,"16:05:00","NT","Marrara Oval","Gold Coast","North Melbourne",109,47,1,62
2022,12,2022-06-05,"14:10:00","VIC","M.C.G.","Hawthorn","Collingwood",68,72,0,-4
2022,12,2022-06-04,"19:25:00","VIC","M.C.G.","Melbourne","Sydney",61,73,0,-12
2022,12,2022-06-03,"19:50:00","VIC","Docklands","Western Bulldogs","Geelong",70,83,0,-13
2022,13,2022-06-11,"19:25:00","QLD","Gabba","Brisbane Lions","St Kilda",78,57,1,21
2022,13,2022-06-13,"15:20:00","VIC","M.C.G.","Collingwood","Melbourne",82,56,1,26
2022,13,2022-06-10,"19:50:00","VIC","M.C.G.","Essendon","Carlton",54,80,0,-26
2022,13,2022-06-11,"14:10:00","WA","Perth Stadium","Fremantle","Hawthorn",95,82,1,13
2022,13,2022-06-12,"15:20:00","VIC","Docklands","North Melbourne","Greater Western Sydney",53,102,0,-49
2022,13,2022-06-09,"19:20:00","VIC","M.C.G.","Richmond","Port Adelaide",77,65,1,12
2022,14,2022-06-19,"15:20:00","QLD","Carrara","Gold Coast","Adelaide",116,73,1,43
2022,14,2022-06-18,"19:25:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",105,125,0,-20
2022,14,2022-06-18,"13:15:00","SA","Adelaide Oval","Port Adelaide","Sydney",82,59,1,23
2022,14,2022-06-16,"19:20:00","VIC","M.C.G.","Richmond","Carlton",81,66,1,15
2022,14,2022-06-17,"19:50:00","VIC","Docklands","St Kilda","Essendon",72,107,0,-35
2022,14,2022-06-18,"14:35:00","WA","Perth Stadium","West Coast","Geelong",63,81,0,-18
2022,15,2022-06-25,"13:45:00","VIC","Docklands","Carlton","Fremantle",81,50,1,31
2022,15,2022-06-26,"15:20:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",88,77,1,11
2022,15,2022-06-25,"16:35:00","VIC","M.C.G.","Geelong","Richmond",89,86,1,3
2022,15,2022-06-23,"19:20:00","VIC","M.C.G.","Melbourne","Brisbane Lions",117,53,1,64
2022,15,2022-06-26,"13:10:00","TAS","Bellerive Oval","North Melbourne","Adelaide",58,115,0,-57
2022,15,2022-06-26,"15:40:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",93,91,1,2
2022,15,2022-06-25,"19:25:00","NSW","S.C.G.","Sydney","St Kilda",83,32,1,51
2022,15,2022-06-24,"18:40:00","WA","Perth Stadium","West Coast","Essendon",107,97,1,10
2022,15,2022-06-24,"19:00:00","VIC","Docklands","Western Bulldogs","Hawthorn",125,83,1,42
2022,16,2022-07-02,"16:05:00","SA","Adelaide Oval","Adelaide","Melbourne",65,94,0,-29
2022,16,2022-06-30,"19:20:00","QLD","Gabba","Brisbane Lions","Western Bulldogs",108,67,1,41
2022,16,2022-07-01,"19:50:00","VIC","Docklands","Carlton","St Kilda",78,93,0,-15
2022,16,2022-07-02,"13:45:00","VIC","M.C.G.","Essendon","Sydney",95,86,1,9
2022,16,2022-07-03,"15:20:00","WA","Perth Stadium","Fremantle","Port Adelaide",99,91,1,8
2022,16,2022-07-02,"19:25:00","VIC","Kardinia Park","Geelong","North Melbourne",144,32,1,112
2022,16,2022-07-02,"19:25:00","QLD","Carrara","Gold Coast","Collingwood",62,67,0,-5
2022,16,2022-07-03,"15:20:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",72,50,1,22
2022,16,2022-07-03,"14:10:00","VIC","M.C.G.","Richmond","West Coast",128,93,1,35
2022,17,2022-07-10,"13:10:00","QLD","Gabba","Brisbane Lions","Essendon",90,100,0,-10
2022,17,2022-07-09,"13:45:00","VIC","M.C.G.","Collingwood","North Melbourne",88,81,1,7
2022,17,2022-07-07,"19:20:00","VIC","Kardinia Park","Geelong","Melbourne",91,63,1,28
2022,17,2022-07-09,"16:35:00","QLD","Carrara","Gold Coast","Richmond",94,92,1,2
2022,17,2022-07-10,"15:20:00","VIC","Docklands","Hawthorn","Adelaide",86,54,1,32
2022,17,2022-07-09,"19:00:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",84,29,1,55
2022,17,2022-07-09,"19:25:00","VIC","Docklands","St Kilda","Fremantle",70,111,0,-41
2022,17,2022-07-08,"19:50:00","NSW","S.C.G.","Sydney","Western Bulldogs",120,67,1,53
2022,17,2022-07-10,"14:40:00","WA","Perth Stadium","West Coast","Carlton",53,116,0,-63
2022,18,2022-07-16,"13:15:00","SA","Adelaide Oval","Adelaide","Collingwood",86,91,0,-5
2022,18,2022-07-16,"19:25:00","VIC","M.C.G.","Carlton","Geelong",55,85,0,-30
2022,18,2022-07-17,"16:40:00","VIC","Docklands","Essendon","Gold Coast",103,55,1,48
2022,18,2022-07-16,"17:30:00","WA","Perth Stadium","Fremantle","Sydney",65,82,0,-17
2022,18,2022-07-16,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","Brisbane Lions",59,99,0,-40
2022,18,2022-07-17,"13:10:00","VIC","M.C.G.","Hawthorn","West Coast",102,77,1,25
2022,18,2022-07-17,"14:50:00","NT","Traeger Park","Melbourne","Port Adelaide",83,69,1,14
2022,18,2022-07-16,"16:35:00","VIC","Docklands","North Melbourne","Richmond",92,88,1,4
2022,18,2022-07-15,"19:50:00","VIC","Docklands","Western Bulldogs","St Kilda",84,56,1,28
2022,19,2022-07-23,"19:10:00","QLD","Gabba","Brisbane Lions","Gold Coast",110,93,1,17
2022,19,2022-07-24,"13:10:00","VIC","Docklands","Carlton","Greater Western Sydney",90,54,1,36
2022,19,2022-07-24,"15:20:00","VIC","M.C.G.","Collingwood","Essendon",80,76,1,4
2022,19,2022-07-23,"13:45:00","TAS","Bellerive Oval","North Melbourne","Hawthorn",75,121,0,-46
2022,19,2022-07-23,"16:05:00","SA","Adelaide Oval","Port Adelaide","Geelong",94,106,0,-12
2022,19,2022-07-22,"19:50:00","VIC","Docklands","Richmond","Fremantle",52,52,0,0
2022,19,2022-07-23,"13:45:00","NSW","S.C.G.","Sydney","Adelaide",118,85,1,33
2022,19,2022-07-24,"14:40:00","WA","Perth Stadium","West Coast","St Kilda",62,90,0,-28
2022,19,2022-07-23,"19:25:00","VIC","Docklands","Western Bulldogs","Melbourne",110,100,1,10
2022,20,2022-07-30,"19:00:00","SA","Adelaide Oval","Adelaide","Carlton",84,55,1,29
2022,20,2022-07-30,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",88,82,1,6
2022,20,2022-07-31,"16:40:00","VIC","Docklands","Essendon","North Melbourne",114,66,1,48
2022,20,2022-07-29,"18:10:00","WA","Perth Stadium","Fremantle","Melbourne",39,85,0,-46
2022,20,2022-07-30,"19:25:00","VIC","Kardinia Park","Geelong","Western Bulldogs",94,66,1,28
2022,20,2022-07-31,"13:10:00","QLD","Carrara","Gold Coast","West Coast",107,104,1,3
2022,20,2022-07-31,"15:20:00","VIC","M.C.G.","Richmond","Brisbane Lions",104,97,1,7
2022,20,2022-07-30,"16:35:00","VIC","Docklands","St Kilda","Hawthorn",75,63,1,12
2022,20,2022-07-30,"14:10:00","NSW","S.C.G.","Sydney","Greater Western Sydney",112,39,1,73
2022,21,2022-08-07,"15:20:00","QLD","Gabba","Brisbane Lions","Carlton",114,81,1,33
2022,21,2022-08-06,"19:25:00","VIC","Kardinia Park","Geelong","St Kilda",110,65,1,45
2022,21,2022-08-06,"14:10:00","NSW","Sydney Showground","Greater Western Sydney","Essendon",96,69,1,27
2022,21,2022-08-06,"13:45:00","TAS","York Park","Hawthorn","Gold Coast",70,63,1,7
2022,21,2022-08-05,"19:50:00","VIC","M.C.G.","Melbourne","Collingwood",89,96,0,-7
2022,21,2022-08-07,"13:10:00","VIC","Docklands","North Melbourne","Sydney",88,126,0,-38
2022,21,2022-08-06,"19:10:00","SA","Adelaide Oval","Port Adelaide","Richmond",71,109,0,-38
2022,21,2022-08-07,"14:10:00","WA","Perth Stadium","West Coast","Adelaide",86,102,0,-16
2022,21,2022-08-06,"16:35:00","VIC","Docklands","Western Bulldogs","Fremantle",78,95,0,-17
2022,22,2022-08-13,"13:40:00","SA","Adelaide Oval","Adelaide","North Melbourne",103,74,1,29
2022,22,2022-08-14,"16:40:00","VIC","Docklands","Essendon","Port Adelaide",62,146,0,-84
2022,22,2022-08-13,"17:40:00","WA","Perth Stadium","Fremantle","West Coast",71,47,1,24
2022,22,2022-08-13,"16:35:00","QLD","Carrara","Gold Coast","Geelong",59,119,0,-60
2022,22,2022-08-13,"19:25:00","VIC","M.C.G.","Melbourne","Carlton",79,74,1,5
2022,22,2022-08-14,"13:10:00","VIC","M.C.G.","Richmond","Hawthorn",128,67,1,61
2022,22,2022-08-12,"19:50:00","VIC","Docklands","St Kilda","Brisbane Lions",66,81,0,-15
2022,22,2022-08-14,"15:20:00","NSW","S.C.G.","Sydney","Collingwood",77,50,1,27
2022,22,2022-08-13,"13:45:00","VIC","Docklands","Western Bulldogs","Greater Western Sydney",62,57,1,5
2022,23,2022-08-19,"19:50:00","QLD","Gabba","Brisbane Lions","Melbourne",57,115,0,-58
2022,23,2022-08-21,"15:20:00","VIC","M.C.G.","Carlton","Collingwood",74,75,0,-1
2022,23,2022-08-20,"19:25:00","VIC","M.C.G.","Essendon","Richmond",75,141,0,-66
2022,23,2022-08-20,"16:35:00","VIC","Kardinia Park","Geelong","West Coast",131,46,1,85
2022,23,2022-08-20,"13:45:00","ACT","Manuka Oval","Greater Western Sydney","Fremantle",69,89,0,-20
2022,23,2022-08-21,"13:10:00","TAS","York Park","Hawthorn","Western Bulldogs",64,87,0,-23
2022,23,2022-08-20,"14:10:00","VIC","Docklands","North Melbourne","Gold Coast",47,114,0,-67
2022,23,2022-08-20,"19:00:00","SA","Adelaide Oval","Port Adelaide","Adelaide",111,55,1,56
2022,23,2022-08-21,"16:40:00","VIC","Docklands","St Kilda","Sydney",74,88,0,-14
2022,24,2022-09-01,"19:20:00","QLD","Gabba","Brisbane Lions","Richmond",106,104,1,2
2022,24,2022-09-03,"18:10:00","WA","Perth Stadium","Fremantle","Western Bulldogs",73,60,1,13
2022,24,2022-09-03,"16:35:00","VIC","M.C.G.","Geelong","Collingwood",78,72,1,6
2022,24,2022-09-02,"19:50:00","VIC","M.C.G.","Melbourne","Sydney",69,91,0,-22
2022,25,2022-09-10,"19:25:00","VIC","M.C.G.","Collingwood","Fremantle",79,59,1,20
2022,25,2022-09-09,"19:50:00","VIC","M.C.G.","Melbourne","Brisbane Lions",79,92,0,-13
2022,26,2022-09-16,"19:50:00","VIC","M.C.G.","Geelong","Brisbane Lions",120,49,1,71
2022,26,2022-09-17,"16:45:00","NSW","S.C.G.","Sydney","Collingwood",95,94,1,1
2022,27,2022-09-24,"14:30:00","VIC","M.C.G.","Geelong","Sydney",133,52,1,81
2023,1,2023-03-17,"19:40:00","VIC","M.C.G.","Geelong","Collingwood",103,125,0,-22
2023,1,2023-03-18,"19:00:00","QLD","Carrara","Gold Coast","Sydney",61,110,0,-49
2023,1,2023-03-19,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","Adelaide",106,90,1,16
2023,1,2023-03-19,"15:20:00","VIC","M.C.G.","Hawthorn","Essendon",65,124,0,-59
2023,1,2023-03-18,"19:25:00","VIC","M.C.G.","Melbourne","Western Bulldogs",115,65,1,50
2023,1,2023-03-18,"13:45:00","VIC","Docklands","North Melbourne","West Coast",87,82,1,5
2023,1,2023-03-18,"16:05:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",126,72,1,54
2023,1,2023-03-16,"19:20:00","VIC","M.C.G.","Richmond","Carlton",58,58,0,0
2023,1,2023-03-19,"16:40:00","VIC","Docklands","St Kilda","Fremantle",67,52,1,15
2023,2,2023-03-25,"16:05:00","SA","Adelaide Oval","Adelaide","Richmond",76,108,0,-32
2023,2,2023-03-24,"18:55:00","QLD","Gabba","Brisbane Lions","Melbourne",93,82,1,11
2023,2,2023-03-23,"19:20:00","VIC","M.C.G.","Carlton","Geelong",90,82,1,8
2023,2,2023-03-25,"13:45:00","VIC","M.C.G.","Collingwood","Port Adelaide",135,64,1,71
2023,2,2023-03-26,"15:20:00","VIC","Docklands","Essendon","Gold Coast",108,80,1,28
2023,2,2023-03-25,"16:30:00","WA","Perth Stadium","Fremantle","North Melbourne",72,73,0,-1
2023,2,2023-03-26,"13:10:00","NSW","S.C.G.","Sydney","Hawthorn",118,37,1,81
2023,2,2023-03-26,"15:20:00","WA","Perth Stadium","West Coast","Greater Western Sydney",100,81,1,19
2023,2,2023-03-25,"19:25:00","VIC","Docklands","Western Bulldogs","St Kilda",41,92,0,-51
2023,3,2023-03-31,"19:50:00","VIC","M.C.G.","Collingwood","Richmond",63,49,1,14
2023,3,2023-04-02,"15:20:00","WA","Perth Stadium","Fremantle","West Coast",108,67,1,41
2023,3,2023-04-02,"14:10:00","QLD","Carrara","Gold Coast","Geelong",73,54,1,19
2023,3,2023-04-01,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",64,74,0,-10
2023,3,2023-04-01,"13:45:00","TAS","York Park","Hawthorn","North Melbourne",80,61,1,19
2023,3,2023-04-02,"15:20:00","VIC","M.C.G.","Melbourne","Sydney",134,84,1,50
2023,3,2023-04-01,"19:00:00","SA","Adelaide Oval","Port Adelaide","Adelaide",86,117,0,-31
2023,3,2023-04-01,"19:25:00","VIC","M.C.G.","St Kilda","Essendon",92,74,1,18
2023,3,2023-03-30,"19:20:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",67,53,1,14
2023,4,2023-04-08,"13:15:00","SA","Adelaide Oval","Adelaide","Fremantle",111,72,1,39
2023,4,2023-04-06,"19:35:00","QLD","Gabba","Brisbane Lions","Collingwood",116,83,1,33
2023,4,2023-04-09,"14:10:00","VIC","Docklands","Essendon","Greater Western Sydney",88,75,1,13
2023,4,2023-04-10,"15:20:00","VIC","M.C.G.","Geelong","Hawthorn",127,45,1,82
2023,4,2023-04-07,"16:20:00","VIC","Docklands","North Melbourne","Carlton",84,107,0,-23
2023,4,2023-04-08,"16:35:00","VIC","M.C.G.","Richmond","Western Bulldogs",84,89,0,-5
2023,4,2023-04-08,"19:30:00","VIC","Docklands","St Kilda","Gold Coast",113,60,1,53
2023,4,2023-04-08,"19:30:00","NSW","S.C.G.","Sydney","Port Adelaide",64,66,0,-2
2023,4,2023-04-09,"15:20:00","WA","Perth Stadium","West Coast","Melbourne",63,126,0,-63
2023,5,2023-04-13,"19:10:00","SA","Adelaide Oval","Adelaide","Carlton",118,62,1,56
2023,5,2023-04-15,"12:40:00","SA","Adelaide Hills","Brisbane Lions","North Melbourne",152,77,1,75
2023,5,2023-04-16,"16:20:00","SA","Adelaide Oval","Collingwood","St Kilda",70,64,1,6
2023,5,2023-04-15,"15:40:00","SA","Adelaide Oval","Essendon","Melbourne",104,77,1,27
2023,5,2023-04-14,"16:40:00","SA","Norwood Oval","Fremantle","Gold Coast",100,90,1,10
2023,5,2023-04-16,"12:40:00","SA","Adelaide Oval","Geelong","West Coast",136,89,1,47
2023,5,2023-04-16,"14:50:00","SA","Norwood Oval","Greater Western Sydney","Hawthorn",77,75,1,2
2023,5,2023-04-15,"19:20:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",70,56,1,14
2023,5,2023-04-14,"19:40:00","SA","Adelaide Oval","Richmond","Sydney",78,122,0,-44
2023,6,2023-04-23,"15:20:00","VIC","Docklands","Carlton","St Kilda",60,82,0,-22
2023,6,2023-04-25,"15:20:00","VIC","M.C.G.","Collingwood","Essendon",90,77,1,13
2023,6,2023-04-21,"18:10:00","WA","Perth Stadium","Fremantle","Western Bulldogs",69,118,0,-49
2023,6,2023-04-22,"19:25:00","VIC","Kardinia Park","Geelong","Sydney",130,37,1,93
2023,6,2023-04-23,"16:40:00","QLD","Carrara","Gold Coast","North Melbourne",97,54,1,43
2023,6,2023-04-22,"16:35:00","ACT","Manuka Oval","Greater Western Sydney","Brisbane Lions",87,108,0,-21
2023,6,2023-04-23,"13:10:00","TAS","York Park","Hawthorn","Adelaide",76,79,0,-3
2023,6,2023-04-24,"19:25:00","VIC","M.C.G.","Melbourne","Richmond",96,78,1,18
2023,6,2023-04-22,"13:15:00","SA","Adelaide Oval","Port Adelaide","West Coast",109,69,1,40
2023,7,2023-04-30,"16:10:00","SA","Adelaide Oval","Adelaide","Collingwood",58,59,0,-1
2023,7,2023-04-29,"13:45:00","QLD","Gabba","Brisbane Lions","Fremantle",115,67,1,48
2023,7,2023-04-30,"13:10:00","VIC","M.C.G.","Essendon","Geelong",104,132,0,-28
2023,7,2023-04-29,"19:25:00","VIC","M.C.G.","Melbourne","North Melbourne",139,49,1,90
2023,7,2023-04-30,"15:20:00","VIC","Docklands","Richmond","Gold Coast",48,72,0,-24
2023,7,2023-04-28,"19:50:00","VIC","Docklands","St Kilda","Port Adelaide",76,83,0,-7
2023,7,2023-04-29,"14:10:00","NSW","S.C.G.","Sydney","Greater Western Sydney",106,107,0,-1
2023,7,2023-04-29,"17:30:00","WA","Perth Stadium","West Coast","Carlton",44,152,0,-108
2023,7,2023-04-29,"16:35:00","VIC","Docklands","Western Bulldogs","Hawthorn",94,65,1,29
2023,8,2023-05-05,"19:50:00","VIC","Docklands","Carlton","Brisbane Lions",74,100,0,-26
2023,8,2023-05-07,"15:20:00","VIC","M.C.G.","Collingwood","Sydney",77,48,1,29
2023,8,2023-05-06,"17:30:00","WA","Perth Stadium","Fremantle","Hawthorn",117,48,1,69
2023,8,2023-05-06,"14:10:00","VIC","Kardinia Park","Geelong","Adelaide",98,72,1,26
2023,8,2023-05-06,"16:35:00","QLD","Carrara","Gold Coast","Melbourne",85,90,0,-5
2023,8,2023-05-06,"19:30:00","ACT","Manuka Oval","Greater Western Sydney","Western Bulldogs",71,86,0,-15
2023,8,2023-05-07,"16:40:00","VIC","Docklands","North Melbourne","St Kilda",34,64,0,-30
2023,8,2023-05-07,"12:40:00","SA","Adelaide Oval","Port Adelaide","Essendon",92,87,1,5
2023,8,2023-05-06,"13:45:00","VIC","M.C.G.","Richmond","West Coast",104,58,1,46
2023,9,2023-05-14,"12:40:00","SA","Adelaide Oval","Adelaide","St Kilda",121,69,1,52
2023,9,2023-05-13,"19:25:00","QLD","Gabba","Brisbane Lions","Essendon",87,45,1,42
2023,9,2023-05-13,"19:30:00","VIC","Docklands","Carlton","Western Bulldogs",59,79,0,-20
2023,9,2023-05-14,"16:40:00","VIC","M.C.G.","Collingwood","Greater Western Sydney",120,55,1,65
2023,9,2023-05-13,"16:35:00","VIC","M.C.G.","Hawthorn","Melbourne",49,103,0,-54
2023,9,2023-05-13,"14:10:00","TAS","Bellerive Oval","North Melbourne","Port Adelaide",65,135,0,-70
2023,9,2023-05-12,"19:20:00","VIC","M.C.G.","Richmond","Geelong",102,78,1,24
2023,9,2023-05-13,"13:45:00","NSW","S.C.G.","Sydney","Fremantle",86,103,0,-17
2023,9,2023-05-12,"18:40:00","WA","Perth Stadium","West Coast","Gold Coast",43,113,0,-70
2023,10,2023-05-20,"19:30:00","QLD","Gabba","Brisbane Lions","Gold Coast",107,64,1,43
2023,10,2023-05-21,"15:20:00","VIC","M.C.G.","Carlton","Collingwood",57,85,0,-28
2023,10,2023-05-20,"19:40:00","VIC","M.C.G.","Essendon","Richmond",71,70,1,1
2023,10,2023-05-20,"14:35:00","WA","Perth Stadium","Fremantle","Geelong",106,77,1,29
2023,10,2023-05-21,"16:40:00","NSW","Sydney Showground","Greater Western Sydney","St Kilda",80,92,0,-12
2023,10,2023-05-21,"13:10:00","TAS","York Park","Hawthorn","West Coast",142,26,1,116
2023,10,2023-05-20,"13:45:00","VIC","Docklands","North Melbourne","Sydney",90,93,0,-3
2023,10,2023-05-19,"19:20:00","SA","Adelaide Oval","Port Adelaide","Melbourne",80,76,1,4
2023,10,2023-05-20,"14:10:00","VIC","Eureka Stadium","Western Bulldogs","Adelaide",85,40,1,45
2023,11,2023-05-28,"16:10:00","SA","Adelaide Oval","Adelaide","Brisbane Lions",95,78,1,17
2023,11,2023-05-28,"15:20:00","VIC","Docklands","Collingwood","North Melbourne",105,70,1,35
2023,11,2023-05-27,"16:35:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",74,81,0,-7
2023,11,2023-05-27,"18:55:00","NT","Marrara Oval","Gold Coast","Western Bulldogs",84,77,1,7
2023,11,2023-05-27,"14:10:00","VIC","M.C.G.","Melbourne","Fremantle",72,79,0,-7
2023,11,2023-05-28,"13:10:00","VIC","M.C.G.","Richmond","Port Adelaide",67,77,0,-10
2023,11,2023-05-27,"13:45:00","VIC","Docklands","St Kilda","Hawthorn",78,88,0,-10
2023,11,2023-05-26,"19:50:00","NSW","S.C.G.","Sydney","Carlton",77,51,1,26
2023,11,2023-05-27,"17:40:00","WA","Perth Stadium","West Coast","Essendon",46,96,0,-50
2023,12,2023-06-04,"16:40:00","VIC","Docklands","Essendon","North Melbourne",105,99,1,6
2023,12,2023-06-03,"19:00:00","NT","Marrara Oval","Gold Coast","Adelaide",112,87,1,25
2023,12,2023-06-04,"13:10:00","NSW","Sydney Showground","Greater Western Sydney","Richmond",104,110,0,-6
2023,12,2023-06-02,"19:50:00","VIC","M.C.G.","Melbourne","Carlton",61,44,1,17
2023,12,2023-06-03,"13:15:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",151,96,1,55
2023,12,2023-06-03,"14:35:00","WA","Perth Stadium","West Coast","Collingwood",57,120,0,-63
2023,12,2023-06-03,"19:25:00","VIC","Docklands","Western Bulldogs","Geelong",75,97,0,-22
2023,13,2023-06-10,"16:05:00","SA","Adelaide Oval","Adelaide","West Coast",174,52,1,122
2023,13,2023-06-11,"19:15:00","VIC","M.C.G.","Carlton","Essendon",52,86,0,-34
2023,13,2023-06-10,"17:25:00","WA","Perth Stadium","Fremantle","Richmond",70,85,0,-15
2023,13,2023-06-10,"13:45:00","VIC","M.C.G.","Hawthorn","Brisbane Lions",98,73,1,25
2023,13,2023-06-12,"15:20:00","VIC","M.C.G.","Melbourne","Collingwood",66,62,1,4
2023,13,2023-06-11,"15:20:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",75,103,0,-28
2023,13,2023-06-08,"19:10:00","NSW","S.C.G.","Sydney","St Kilda",66,80,0,-14
2023,13,2023-06-09,"19:50:00","VIC","Docklands","Western Bulldogs","Port Adelaide",85,107,0,-22
2023,14,2023-06-16,"19:50:00","QLD","Gabba","Brisbane Lions","Sydney",97,81,1,16
2023,14,2023-06-18,"13:10:00","VIC","M.C.G.","Carlton","Gold Coast",120,61,1,59
2023,14,2023-06-17,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Fremantle",106,36,1,70
2023,14,2023-06-18,"16:40:00","VIC","Docklands","North Melbourne","Western Bulldogs",84,105,0,-21
2023,14,2023-06-15,"19:10:00","SA","Adelaide Oval","Port Adelaide","Geelong",110,72,1,38
2023,14,2023-06-17,"19:25:00","VIC","M.C.G.","Richmond","St Kilda",90,70,1,20
2023,15,2023-06-25,"13:10:00","VIC","M.C.G.","Collingwood","Adelaide",82,80,1,2
2023,15,2023-06-24,"17:25:00","WA","Perth Stadium","Fremantle","Essendon",93,61,1,32
2023,15,2023-06-22,"19:20:00","VIC","Kardinia Park","Geelong","Melbourne",78,63,1,15
2023,15,2023-06-25,"16:40:00","QLD","Carrara","Gold Coast","Hawthorn",101,34,1,67
2023,15,2023-06-23,"19:50:00","VIC","Docklands","St Kilda","Brisbane Lions",56,84,0,-28
2023,15,2023-06-24,"16:35:00","NSW","S.C.G.","Sydney","West Coast",205,34,1,171
2023,16,2023-07-01,"13:15:00","SA","Adelaide Oval","Adelaide","North Melbourne",138,72,1,66
2023,16,2023-06-29,"19:20:00","QLD","Gabba","Brisbane Lions","Richmond",134,53,1,81
2023,16,2023-07-01,"19:25:00","VIC","M.C.G.","Essendon","Port Adelaide",74,78,0,-4
2023,16,2023-07-01,"16:35:00","QLD","Carrara","Gold Coast","Collingwood",42,120,0,-78
2023,16,2023-07-02,"13:10:00","VIC","M.C.G.","Hawthorn","Carlton",52,112,0,-60
2023,16,2023-07-02,"14:50:00","NT","Traeger Park","Melbourne","Greater Western Sydney",45,47,0,-2
2023,16,2023-06-30,"19:50:00","NSW","S.C.G.","Sydney","Geelong",54,54,0,0
2023,16,2023-07-02,"14:40:00","WA","Perth Stadium","West Coast","St Kilda",77,85,0,-8
2023,16,2023-07-01,"13:45:00","VIC","Docklands","Western Bulldogs","Fremantle",102,73,1,29
2023,17,2023-07-08,"13:45:00","QLD","Gabba","Brisbane Lions","West Coast",116,35,1,81
2023,17,2023-07-09,"15:20:00","VIC","Docklands","Essendon","Adelaide",115,97,1,18
2023,17,2023-07-09,"14:40:00","WA","Perth Stadium","Fremantle","Carlton",45,98,0,-53
2023,17,2023-07-09,"13:10:00","VIC","Kardinia Park","Geelong","North Melbourne",125,63,1,62
2023,17,2023-07-08,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",85,72,1,13
2023,17,2023-07-08,"19:10:00","SA","Adelaide Oval","Port Adelaide","Gold Coast",106,73,1,33
2023,17,2023-07-06,"19:20:00","VIC","M.C.G.","Richmond","Sydney",88,75,1,13
2023,17,2023-07-08,"19:25:00","VIC","Docklands","St Kilda","Melbourne",58,79,0,-21
2023,17,2023-07-07,"19:50:00","VIC","Docklands","Western Bulldogs","Collingwood",77,89,0,-12
2023,18,2023-07-15,"19:10:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",57,71,0,-14
2023,18,2023-07-15,"16:35:00","VIC","Docklands","Carlton","Port Adelaide",122,72,1,50
2023,18,2023-07-15,"13:45:00","VIC","M.C.G.","Collingwood","Fremantle",113,67,1,46
2023,18,2023-07-15,"19:25:00","VIC","Kardinia Park","Geelong","Essendon",122,45,1,77
2023,18,2023-07-15,"14:10:00","QLD","Carrara","Gold Coast","St Kilda",77,51,1,26
2023,18,2023-07-14,"19:50:00","VIC","M.C.G.","Melbourne","Brisbane Lions",105,104,1,1
2023,18,2023-07-16,"13:10:00","VIC","Docklands","North Melbourne","Hawthorn",40,88,0,-48
2023,18,2023-07-13,"19:20:00","NSW","S.C.G.","Sydney","Western Bulldogs",78,76,1,2
2023,18,2023-07-16,"14:40:00","WA","Perth Stadium","West Coast","Richmond",60,98,0,-38
2023,19,2023-07-22,"16:35:00","QLD","Gabba","Brisbane Lions","Geelong",64,53,1,11
2023,19,2023-07-22,"14:10:00","VIC","Docklands","Carlton","West Coast",140,69,1,71
2023,19,2023-07-21,"19:50:00","VIC","Docklands","Essendon","Western Bulldogs",49,90,0,-41
2023,19,2023-07-22,"17:40:00","WA","Perth Stadium","Fremantle","Sydney",76,105,0,-29
2023,19,2023-07-23,"13:10:00","ACT","Manuka Oval","Greater Western Sydney","Gold Coast",103,63,1,40
2023,19,2023-07-23,"15:20:00","VIC","M.C.G.","Melbourne","Adelaide",97,93,1,4
2023,19,2023-07-22,"19:10:00","SA","Adelaide Oval","Port Adelaide","Collingwood",83,85,0,-2
2023,19,2023-07-22,"13:45:00","VIC","M.C.G.","Richmond","Hawthorn",96,95,1,1
2023,19,2023-07-23,"16:40:00","VIC","Docklands","St Kilda","North Melbourne",69,61,1,8
2023,20,2023-07-29,"19:10:00","SA","Adelaide Oval","Adelaide","Port Adelaide",112,65,1,47
2023,20,2023-07-28,"19:50:00","VIC","M.C.G.","Collingwood","Carlton",76,93,0,-17
2023,20,2023-07-29,"19:25:00","VIC","Docklands","Essendon","Sydney",99,101,0,-2
